Method,Init_Method,AL_Method,Episode,TestAccuracy
Margin_Random,Margin,Random,60,92.0
Margin_Random,Margin,Random,70,92.0
Margin_Random,Margin,Random,80,90.0
Margin_Random,Margin,Random,90,93.0
Margin_Random,Margin,Random,100,93.0
Margin_Random,Margin,Random,110,93.0
Margin_Random,Margin,Random,10,62.0
Margin_Random,Margin,Random,20,88.0
Margin_Random,Margin,Random,30,88.0
Margin_Random,Margin,Random,40,91.0
Margin_Random,Margin,Random,50,91.0
Margin_Random,Margin,Random,60,91.0
Margin_Random,Margin,Random,70,92.0
Margin_Random,Margin,Random,80,94.0
Margin_Random,Margin,Random,90,94.0
Margin_Random,Margin,Random,100,94.0
Margin_Random,Margin,Random,110,94.0
Margin_Random,Margin,Random,10,62.0
Margin_Random,Margin,Random,20,82.0
Margin_Random,Margin,Random,30,86.0
Margin_Random,Margin,Random,40,91.0
Margin_Random,Margin,Random,50,91.0
Margin_Random,Margin,Random,60,91.0
Margin_Random,Margin,Random,70,92.0
Margin_Random,Margin,Random,80,93.0
Margin_Random,Margin,Random,90,94.0
Margin_Random,Margin,Random,100,94.0
Margin_Random,Margin,Random,110,94.0
BALD_Random,BALD,Random,10,66.0
BALD_Random,BALD,Random,20,79.0
BALD_Random,BALD,Random,30,88.0
BALD_Random,BALD,Random,40,86.0
BALD_Random,BALD,Random,50,89.0
BALD_Random,BALD,Random,60,92.0
BALD_Random,BALD,Random,70,91.0
BALD_Random,BALD,Random,80,92.0
BALD_Random,BALD,Random,90,92.0
BALD_Random,BALD,Random,100,92.0
BALD_Random,BALD,Random,110,92.0
BALD_Random,BALD,Random,10,66.0
BALD_Random,BALD,Random,20,80.0
BALD_Random,BALD,Random,30,87.0
BALD_Random,BALD,Random,40,89.0
BALD_Random,BALD,Random,50,88.0
BALD_Random,BALD,Random,60,92.0
BALD_Random,BALD,Random,70,92.0
BALD_Random,BALD,Random,80,92.0
BALD_Random,BALD,Random,90,93.0
BALD_Random,BALD,Random,100,93.0
BALD_Random,BALD,Random,110,94.0
BALD_Random,BALD,Random,10,66.0
BALD_Random,BALD,Random,20,64.0
BALD_Random,BALD,Random,30,84.0
BALD_Random,BALD,Random,40,88.0
BALD_Random,BALD,Random,50,90.0
BALD_Random,BALD,Random,60,92.0
BALD_Random,BALD,Random,70,93.0
BALD_Random,BALD,Random,80,93.0
BALD_Random,BALD,Random,90,94.0
BALD_Random,BALD,Random,100,94.0
BALD_Random,BALD,Random,110,94.0
BALD_Random,BALD,Random,10,66.0
BALD_Random,BALD,Random,20,85.0
BALD_Random,BALD,Random,30,88.0
BALD_Random,BALD,Random,40,90.0
BALD_Random,BALD,Random,50,92.0
BALD_Random,BALD,Random,60,92.0
BALD_Random,BALD,Random,70,93.0
BALD_Random,BALD,Random,80,93.0
BALD_Random,BALD,Random,90,94.0
BALD_Random,BALD,Random,100,94.0
BALD_Random,BALD,Random,110,94.0
BALD_Random,BALD,Random,10,66.0
BALD_Random,BALD,Random,20,78.0
BALD_Random,BALD,Random,30,84.0
BALD_Random,BALD,Random,40,89.0
BALD_Random,BALD,Random,50,91.0
BALD_Random,BALD,Random,60,92.0
BALD_Random,BALD,Random,70,90.0
BALD_Random,BALD,Random,80,92.0
BALD_Random,BALD,Random,90,92.0
BALD_Random,BALD,Random,100,93.0
BALD_Random,BALD,Random,110,93.0
VAAL_Random,VAAL,Random,10,56.00000000000001
VAAL_Random,VAAL,Random,20,73.0
VAAL_Random,VAAL,Random,30,79.0
VAAL_Random,VAAL,Random,40,83.0
VAAL_Random,VAAL,Random,50,85.0
VAAL_Random,VAAL,Random,60,87.0
VAAL_Random,VAAL,Random,70,89.0
VAAL_Random,VAAL,Random,80,90.0
VAAL_Random,VAAL,Random,90,90.0
VAAL_Random,VAAL,Random,100,91.0
VAAL_Random,VAAL,Random,110,92.0
VAAL_Random,VAAL,Random,10,56.00000000000001
VAAL_Random,VAAL,Random,20,73.0
VAAL_Random,VAAL,Random,30,79.0
VAAL_Random,VAAL,Random,40,84.0
VAAL_Random,VAAL,Random,50,87.0
VAAL_Random,VAAL,Random,60,91.0
VAAL_Random,VAAL,Random,70,90.0
VAAL_Random,VAAL,Random,80,92.0
VAAL_Random,VAAL,Random,90,92.0
VAAL_Random,VAAL,Random,100,93.0
VAAL_Random,VAAL,Random,110,92.0
VAAL_Random,VAAL,Random,10,56.00000000000001
VAAL_Random,VAAL,Random,20,71.0
VAAL_Random,VAAL,Random,30,82.0
VAAL_Random,VAAL,Random,40,82.0
VAAL_Random,VAAL,Random,50,86.0
VAAL_Random,VAAL,Random,60,85.0
VAAL_Random,VAAL,Random,70,86.0
VAAL_Random,VAAL,Random,80,90.0
VAAL_Random,VAAL,Random,90,90.0
VAAL_Random,VAAL,Random,100,92.0
VAAL_Random,VAAL,Random,110,93.0
VAAL_Random,VAAL,Random,10,56.00000000000001
VAAL_Random,VAAL,Random,20,69.0
VAAL_Random,VAAL,Random,30,87.0
VAAL_Random,VAAL,Random,40,89.0
VAAL_Random,VAAL,Random,50,90.0
VAAL_Random,VAAL,Random,60,89.0
VAAL_Random,VAAL,Random,70,89.0
VAAL_Random,VAAL,Random,80,91.0
VAAL_Random,VAAL,Random,90,92.0
VAAL_Random,VAAL,Random,100,93.0
VAAL_Random,VAAL,Random,110,93.0
VAAL_Random,VAAL,Random,10,56.00000000000001
VAAL_Random,VAAL,Random,20,56.99999999999999
VAAL_Random,VAAL,Random,30,75.0
VAAL_Random,VAAL,Random,40,80.0
VAAL_Random,VAAL,Random,50,82.0
VAAL_Random,VAAL,Random,60,82.0
VAAL_Random,VAAL,Random,70,80.0
VAAL_Random,VAAL,Random,80,81.0
VAAL_Random,VAAL,Random,90,83.0
VAAL_Random,VAAL,Random,100,86.0
VAAL_Random,VAAL,Random,110,85.0
Coreset_Random,Coreset,Random,10,77.0
Coreset_Random,Coreset,Random,20,79.0
Coreset_Random,Coreset,Random,30,86.0
Coreset_Random,Coreset,Random,40,89.0
Coreset_Random,Coreset,Random,50,91.0
Coreset_Random,Coreset,Random,60,92.0
Coreset_Random,Coreset,Random,70,92.0
Coreset_Random,Coreset,Random,80,92.0
Coreset_Random,Coreset,Random,90,93.0
Coreset_Random,Coreset,Random,100,93.0
Coreset_Random,Coreset,Random,110,94.0
Coreset_Random,Coreset,Random,10,77.0
Coreset_Random,Coreset,Random,20,86.0
Coreset_Random,Coreset,Random,30,89.0
Coreset_Random,Coreset,Random,40,91.0
Coreset_Random,Coreset,Random,50,91.0
Coreset_Random,Coreset,Random,60,93.0
Coreset_Random,Coreset,Random,70,91.0
Coreset_Random,Coreset,Random,80,92.0
Coreset_Random,Coreset,Random,90,93.0
Coreset_Random,Coreset,Random,100,92.0
Coreset_Random,Coreset,Random,110,94.0
Coreset_Random,Coreset,Random,10,77.0
Coreset_Random,Coreset,Random,20,79.0
Coreset_Random,Coreset,Random,30,85.0
Coreset_Random,Coreset,Random,40,87.0
Coreset_Random,Coreset,Random,50,84.0
Coreset_Random,Coreset,Random,60,89.0
Coreset_Random,Coreset,Random,70,89.0
Coreset_Random,Coreset,Random,80,94.0
Coreset_Random,Coreset,Random,90,93.0
Coreset_Random,Coreset,Random,100,94.0
Coreset_Random,Coreset,Random,110,95.0
Coreset_Random,Coreset,Random,10,77.0
Coreset_Random,Coreset,Random,20,88.0
Coreset_Random,Coreset,Random,30,89.0
Coreset_Random,Coreset,Random,40,91.0
Coreset_Random,Coreset,Random,50,92.0
Coreset_Random,Coreset,Random,60,92.0
Coreset_Random,Coreset,Random,70,92.0
Coreset_Random,Coreset,Random,80,93.0
Coreset_Random,Coreset,Random,90,94.0
Coreset_Random,Coreset,Random,100,94.0
Coreset_Random,Coreset,Random,110,94.0
Coreset_Random,Coreset,Random,10,77.0
Coreset_Random,Coreset,Random,20,83.0
Coreset_Random,Coreset,Random,30,89.0
Coreset_Random,Coreset,Random,40,91.0
Coreset_Random,Coreset,Random,50,93.0
Coreset_Random,Coreset,Random,60,92.0
Coreset_Random,Coreset,Random,70,92.0
Coreset_Random,Coreset,Random,80,92.0
Coreset_Random,Coreset,Random,90,94.0
Coreset_Random,Coreset,Random,100,94.0
Coreset_Random,Coreset,Random,110,94.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,10,88.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,20,90.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,30,92.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,40,93.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,50,93.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,10,88.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,20,90.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,30,90.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,40,89.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,50,94.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,10,88.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,20,87.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,30,91.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,40,93.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,50,90.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,10,88.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,20,86.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,30,89.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,40,93.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,50,89.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,60,91.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,70,92.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,80,95.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,90,94.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,100,95.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,110,95.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,10,88.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,20,88.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,30,93.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,40,94.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,50,91.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,60,93.0
Hard-to-Contrast_Entropy,Hard-to-Contrast,Entropy,70,93.0
